par_id,codigo_1,codigo_2,municipio,establecimiento_1,establecimiento_2,similitud_nombre,direccion,jornada,plan,decision,justificacion
207,00-06-0007-46,00-06-0008-46,Guatemala,LICEO DE CIENCIAS TECNICAS,LICEO DE CIENCIAS TECNICAS,100.0,1A. CALLE 13-59,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
208,00-06-4201-46,00-06-7045-46,Guatemala,LICEO DE CIENCIAS TECNICAS,LICEO DE CIENCIAS TECNICAS,100.0,1A. CALLE 13-59,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
209,00-01-9816-46,00-01-9817-46,Guatemala,CENTRO HUMANISTA DE ESTUDIOS TECNOLOGICOS ABRAHAM MASLOW,CENTRO HUMANISTA DE ESTUDIOS TECNOLOGICOS ABRAHAM MASLOW,100.0,"1A. CALLE C 20-32, COLONIA LAS VICTORIAS",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
210,00-03-9228-46,00-03-9268-46,Guatemala,CENTRO EDUCATIVO TECNOLOGICO EMILIANO,CENTRO EDUCATIVO TECNOLOGICO EMILIANO,100.0,25 CALLE 1-49,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
211,00-14-8729-46,00-14-8730-46,Guatemala,LICEO CRISTIANO 'LA SABIDURIA',LICEO CRISTIANO 'LA SABIDURIA',100.0,26 AV. 10-10,MATUTINA,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
212,00-25-0005-46,00-25-0007-46,Guatemala,COLEGIO MIXTO ABC II,COLEGIO MIXTO ABC II,100.0,"26 AVENIDA 91-82 ""A"", COLONIA SANTA LUCIA LOS OCOTES",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
213,00-18-0070-46,00-18-0077-46,Guatemala,CENTRO EDUCATIVO INMACULADA CONCEPCION,CENTRO EDUCATIVO INMACULADA CONCEPCION,100.0,27 AVENIDA 31-39 LAS TAPIAS,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
214,00-12-0168-46,00-12-0169-46,Guatemala,"INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA, METROPOLITANO DEL SUR NO.2","INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA, METROPOLITANO DEL SUR NO.2",100.0,29 AVE 18-18 ZONA 12 COLOCNIA MILLES ROCK,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
215,00-01-8812-46,00-01-8813-46,Guatemala,COLEGIO KEPLER,COLEGIO KEPLER,100.0,2A. AV. 15-25,MATUTINA,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
216,00-01-0581-46,00-01-4336-46,Guatemala,LICEO SAN ANTONIO,LICEO SAN ANTONIO,100.0,2A. AVENIDA 2-13,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
217,00-01-7329-46,00-01-9359-46,Guatemala,CENTRO PROFESIONAL DE ESTUDIOS DE COMPUTACION,CENTRO PROFESIONAL DE ESTUDIOS DE COMPUTACION,100.0,2A. CALLE 10-77,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
218,00-01-7188-46,00-01-7378-46,Guatemala,CENTRO PROFESIONAL DE ESTUDIOS EN COMPUTACION,CENTRO PROFESIONAL DE ESTUDIOS DE COMPUTACION,97.78,2A. CALLE 10-77,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
219,00-01-0238-46,00-01-0608-46,Guatemala,INSTITUTO TECNOLÓGICO DE COMPUTACION I.T.C.,INSTITUTO TECNOLÓGICO DE COMPUTACIÓN I.T.C.,100.0,2A CALLE 11-65,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
220,00-01-0238-46,00-01-0882-46,Guatemala,INSTITUTO TECNOLÓGICO DE COMPUTACION I.T.C.,INSTITUTO TECNOLÓGICO DE COMPUTACIÓN I.T.C.,100.0,2A CALLE 11-65,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
221,00-01-0608-46,00-01-0882-46,Guatemala,INSTITUTO TECNOLÓGICO DE COMPUTACIÓN I.T.C.,INSTITUTO TECNOLÓGICO DE COMPUTACIÓN I.T.C.,100.0,2A. CALLE 11-65,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
222,00-01-0175-46,00-01-0671-46,Guatemala,ESCUELA NORMAL PARA MAESTROS DE EDUCACION MUSICAL JESUS MARIA ALVARADO,"ESCUELA NORMAL PARA MAESTROS DE EDUCACIÓN MUSICAL ""JESUS MARÍA ALVARADO""",100.0,2A. CALLE 4-04,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
223,00-01-0322-46,00-01-0323-46,Guatemala,LICEO HISPANOAMERICANO NO. 2,LICEO HISPANOAMERICANO NO. 2,100.0,2A. CALLE 7-11,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
224,00-01-0318-46,00-01-0595-46,Guatemala,LICEO HISPANOAMERICANO NO. 2,LICEO HISPANOAMERICANO NO. 2,100.0,2A. CALLE 7-11,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
225,00-06-9629-46,00-06-9630-46,Guatemala,LICEO FRONESIS,LICEO FRONESIS,100.0,2A. CALLE 'A' 19-27,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
226,00-06-9564-46,00-06-9607-46,Guatemala,LICEO NAVARRA SOCIEDAD ANONIMA,LICEO NAVARRA SOCIEDAD ANONIMA,100.0,"2A. CALLE LOTE 46, COLONIA SANTA ISABEL",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
227,00-07-0207-46,00-07-0210-46,Guatemala,LICEO MIXTO EN COMPUTACIÓN ROTTERDAM,LICEO MIXTO EN COMPUTACIÓN ROTTERDAM,100.0,"31 AVENIDA14-12 ZONA 7, CIUDAD DE PLATA II",SIN JORNADA,SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
228,00-18-0154-46,00-18-0155-46,Guatemala,LICEO CUMORAH PINOS,LICEO CUMORAH PINOS,100.0,"31 CALLE B 28-97, ALDEA LAS TAPIAS",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
229,00-18-0154-46,00-18-0156-46,Guatemala,LICEO CUMORAH PINOS,LICEO CUMORAH PINOS,100.0,"31 CALLE B 28-97, ALDEA LAS TAPIAS",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
230,00-18-0154-46,00-18-0161-46,Guatemala,LICEO CUMORAH PINOS,LICEO CUMORAH PINOS,100.0,"31 CALLE B 28-97, ALDEA LAS TAPIAS",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
231,00-18-0154-46,00-18-0220-46,Guatemala,LICEO CUMORAH PINOS,LICEO CUMORAH PINOS,100.0,"31 CALLE B 28-97, ALDEA LAS TAPIAS",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
232,00-18-0155-46,00-18-0156-46,Guatemala,LICEO CUMORAH PINOS,LICEO CUMORAH PINOS,100.0,"31 CALLE B 28-97, ALDEA LAS TAPIAS",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
233,00-18-0155-46,00-18-0161-46,Guatemala,LICEO CUMORAH PINOS,LICEO CUMORAH PINOS,100.0,"31 CALLE B 28-97, ALDEA LAS TAPIAS",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
234,00-18-0155-46,00-18-0220-46,Guatemala,LICEO CUMORAH PINOS,LICEO CUMORAH PINOS,100.0,"31 CALLE B 28-97, ALDEA LAS TAPIAS",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
235,00-18-0156-46,00-18-0161-46,Guatemala,LICEO CUMORAH PINOS,LICEO CUMORAH PINOS,100.0,"31 CALLE B 28-97, ALDEA LAS TAPIAS",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
236,00-18-0156-46,00-18-0220-46,Guatemala,LICEO CUMORAH PINOS,LICEO CUMORAH PINOS,100.0,"31 CALLE B 28-97, ALDEA LAS TAPIAS",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
237,00-18-0161-46,00-18-0220-46,Guatemala,LICEO CUMORAH PINOS,LICEO CUMORAH PINOS,100.0,"31 CALLE B 28-97, ALDEA LAS TAPIAS",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
238,00-11-0016-46,00-11-0017-46,Guatemala,"CENTRO ESPECIALIZADO DE FORMACION PARA ADULTOS, CEFA","CENTRO ESPECIALIZADO DE FORMACION PARA ADULTOS, CEFA",100.0,"35 AVENIDA, 0-45, COLONIA TOLEDO",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
239,00-11-0019-46,00-11-0036-46,Guatemala,COLEGIO PANAMERICANO NO. 6,COLEGIO PANAMERICANO NO. 6,100.0,"35 AVENIDA 0-45, PLAZA HELVETIA",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
240,00-11-0071-46,00-11-0076-46,Guatemala,COLEGIO PANAMERICANO NO. 6,COLEGIO PANAMERICANO NO. 6,100.0,"35A. AVENIDA 0-45, PLAZA HELVETIA",MATUTINA,VIRTUAL A DISTANCIA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
241,00-07-9748-46,00-07-9749-46,Guatemala,COLEGIO PANAMERICANO NO. 4,COLEGIO PANAMERICANO NO. 4,100.0,37 AVENIDA 3-88 ZONA 7 GUATEMALA,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
242,00-07-0133-46,00-07-8440-46,Guatemala,COLEGIO PANAMERICANO NO. 4,COLEGIO PANAMERICANO NO. 4,100.0,37 AVENIDA 3-88 ZONA 7 GUATEMALA,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
243,00-12-9100-46,00-12-9101-46,Guatemala,LICEO MIXTO EVANGELICO DE ORDEN DIVINO,LICEO MIXTO EVANGELICO DE ORDEN DIVINO,100.0,3A. AV. 25-18 COLONIA VILLA LOBOS I,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
244,00-01-0520-46,00-01-0521-46,Guatemala,"""LICEO MONTE SINAÍ""","""LICEO MONTE SINAÍ""",100.0,3A. AVE. 7-34,MATUTINA,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
245,00-01-0482-46,00-01-9116-46,Guatemala,CENTRO EDUCATIVO MIXTO MONTENEVADO,CENTRO EDUCATIVO MIXTO MONTENEVADO,100.0,3A AVENIDA 10-29,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
246,00-01-0280-46,00-01-9057-46,Guatemala,COLEGIO TECNICO COMERCIAL NAHUALA,COLEGIO TECNICO COMERCIAL NAHUALA,100.0,3A. AVENIDA 13-23,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
247,00-01-0680-46,00-01-0681-46,Guatemala,INSTITUTO DE ESTUDIOS ALTERNATIVOS DE GUATEMALA,INSTITUTO DE ESTUDIOS ALTERNATIVOS DE GUATEMALA,100.0,3A. AVENIDA 6-10,DOBLE,A DISTANCIA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
248,00-21-0049-46,00-21-0050-46,Guatemala,CENTRO EDUCATIVO DEMOSOFT,CENTRO EDUCATIVO DEMOSOFT,100.0,"3A. AVENIDA 7-33, COLONIA VASQUEZ",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
249,00-07-8492-46,00-07-8493-46,Guatemala,COLEGIO INTERAMERICANO DE INFORMATICA,COLEGIO INTERAMERICANO DE INFORMATICA,100.0,3A. CALLE 2-28 COLONIA LANDIVAR,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
250,00-15-0004-46,00-15-0983-46,Guatemala,"INSTITUTO "" BETHANIA ""","INSTITUTO "" BETHANIA """,100.0,"3A. CALLE 23-41, VISTA HERMOSA I",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
251,00-01-0197-46,00-01-0218-46,Guatemala,LICEO TECNOLÓGICO GUATEMALA DE LA ASUNCION,LICEO TECNOLOGICO GUATEMALA DE LA ASUNCION,100.0,3A. CALLE 7-64,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
252,00-12-9762-46,00-12-9763-46,Guatemala,COLEGIO PANAMERICANO NO. 3,COLEGIO PANAMERICANO NO. 3,100.0,45 CALLE 19-05 ZONA 12 GUATEMALA,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
253,00-07-9677-46,00-07-9678-46,Guatemala,COLEGIO PROYECTO EDUCATIVO FUTURISTA,COLEGIO PROYECTO EDUCATIVO FUTURISTA,100.0,4A. AVENIDA 1-86 COLONIA BELEN,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
254,00-01-4396-46,00-01-9781-46,Guatemala,LICEO GUATEMALTECO DE COMPUTACION,LICEO GUATEMALTECO DE COMPUTACION,100.0,4A. AVENIDA 15-57,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
255,00-03-0021-46,00-03-0022-46,Guatemala,COLEGIO MIXTO JESUS DEL CONSUELO,COLEGIO MIXTO JESUS DEL CONSUELO,100.0,4A. AVENIDA 25-11,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
256,00-01-0458-46,00-01-0460-46,Guatemala,LICEO CULTURAL ESPAÑOL,LICEO CULTURAL ESPAÑOL,100.0,4A. AVENIDA 3-56,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
257,00-01-9709-46,00-01-9710-46,Guatemala,COLEGIO DE INVESTIGACION CIENTIFICA CONJUNTA DE GUATEMALA,COLEGIO DE INVESTIGACION CIENTIFICA CONJUNTA DE GUATEMALA,100.0,4A. AVENIDA 3-64,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
258,00-01-0465-46,00-01-9780-46,Guatemala,COLEGIO VALVERDE NO. 2,COLEGIO VALVERDE NO.2,100.0,4A. AVENIDA 4-49,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
259,00-01-9788-46,00-01-9789-46,Guatemala,COLEGIO VALVERDE NO.2,COLEGIO VALVERDE NO.2,100.0,4A. AVENIDA 4-49,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
260,00-01-0398-46,00-01-0399-46,Guatemala,COLEGIO TECNOLOGICO LA MISION,COLEGIO TECNOLOGICO LA MISION,100.0,4A. AVENIDA 9-65,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
261,00-01-7151-46,00-01-7154-46,Guatemala,COLEGIO PRACTICO SECRETARIAL,COLEGIO PRACTICO SECRETARIAL,100.0,4A. CALLE 0-35,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
262,00-01-7151-46,00-01-9378-46,Guatemala,COLEGIO PRACTICO SECRETARIAL,COLEGIO PRACTICO SECRETARIAL,100.0,4A. CALLE 0-35,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
263,00-01-7154-46,00-01-9378-46,Guatemala,COLEGIO PRACTICO SECRETARIAL,COLEGIO PRACTICO SECRETARIAL,100.0,4A. CALLE 0-35,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
264,00-01-7729-46,00-01-9849-46,Guatemala,LICEO CLASICO DE COMPUTACION,LICEO CLASICO EN COMPUTACION,96.43,4A. CALLE 5-52,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
265,00-01-7654-46,00-01-7655-46,Guatemala,"COLEGIO MIXTO ""INDO LATINO""","COLEGIO MIXTO ""INDO LATINO""",100.0,4AV. 13-35,MATUTINA,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
266,00-01-0467-46,00-01-0468-46,Guatemala,LICEO INTEGRAL BILINGUE LAN-DER,LICEO INTEGRAL BILINGUE LAN-DER,100.0,5A AVENIDA 2-24,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
267,00-01-0467-46,00-01-0475-46,Guatemala,LICEO INTEGRAL BILINGUE LAN-DER,LICEO INTEGRAL BILINGUE LAN-DER,100.0,5A AVENIDA 2-24,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
268,00-01-0468-46,00-01-0475-46,Guatemala,LICEO INTEGRAL BILINGUE LAN-DER,LICEO INTEGRAL BILINGUE LAN-DER,100.0,5A AVENIDA 2-24,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
269,00-01-8096-46,00-01-9027-46,Guatemala,LICEO TECNOLÓGICO METROPOLITANO DE GUATEMALA,LICEO TECNOLOGICO METROPOLITANO DE GUATEMALA,100.0,5A. AVENIDA 3-55,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
270,00-09-0011-46,00-09-0015-46,Guatemala,ESCUELA DE ESTUDIOS PENITENCIARIO,ESCUELA DE ESTUDIOS PENITENCIARIOS,98.51,"5A. AVENIDA ""A"" 13-28",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
271,00-01-7297-46,00-01-7298-46,Guatemala,COLEGIO MAYBAL,COLEGIO MAYBAL,100.0,5A. CALLE 0-65,NOCTURNA,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
272,00-01-7597-46,00-01-9258-46,Guatemala,CENTRO TECNOLOGICO DE COMPUTACION LA MERCED S.A.,CENTRO TECNOLOGICO DE COMPUTACION LA MERCED,95.56,5A. CALLE 10-22,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
273,00-01-9170-46,00-01-9468-46,Guatemala,COLEGIO VALVERDE,COLEGIO 'VALVERDE',100.0,5A. CALLE 5-14,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
274,00-01-0187-46,00-01-0715-46,Guatemala,ESCUELA TECNICA SUPERIOR ALINARI,ESCUELA TECNICA SUPERIOR ALINARI,100.0,5A CALLE 5-61,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
275,00-19-0029-46,00-19-0031-46,Guatemala,CENTRO INTEGRAL EDUCATIVO SAN FRANCISCO,CENTRO INTEGRAL EDUCATIVO SAN FRANCISCO,100.0,5TA. AVENIDA 7-30 COLONIA LA FLORIDA,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
276,00-01-0864-46,00-01-0865-46,Guatemala,"CENTRO TECNOLÓGICO DE COMPUTACIÓN ""LA MERCED""","CENTRO TECNOLÓGICO DE COMPUTACIÓN ""LA MERCED""",100.0,5TA. CALLE 10-22,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
277,00-01-0864-46,00-02-0139-46,Guatemala,"CENTRO TECNOLÓGICO DE COMPUTACIÓN ""LA MERCED""",CENTRO TECNOLOGICO DE COMPUTACIÓN LA MERCED,100.0,5TA. CALLE 10-22,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
278,00-01-0865-46,00-02-0139-46,Guatemala,"CENTRO TECNOLÓGICO DE COMPUTACIÓN ""LA MERCED""",CENTRO TECNOLOGICO DE COMPUTACIÓN LA MERCED,100.0,5TA. CALLE 10-22,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
279,00-01-0217-46,00-01-0230-46,Guatemala,INSTITUTO PRIVADO PARA SEÑORITAS DE EDUCACION DIVERSIFICADA 'BILINGUE GUATEMALTECO',INSTITUTO PRIVADO PARA SEÑORITAS DE EDUCACION DIVERSIFICADA BILINGUE GUATEMALTECO,100.0,6A AVE. 2-34,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
280,00-13-0024-46,00-13-0025-46,Guatemala,INSTITUTO DE BACHILLERATO EN COMPUTACION,INSTITUTO DE BACHILLERATO EN COMPUTACION,100.0,6A AVENIDA 0-20,MATUTINA,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
281,00-19-0063-46,00-19-0064-46,Guatemala,CENTRO EDUCATIVO CRISTIANO FUENTE DE VIDA NÚMERO 2,CENTRO EDUCATIVO CRISTIANO FUENTE DE VIDA NÚMERO 2,100.0,6A. AVENIDA 1-67 ZONA 19 COLONIA LA FLORIDA,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
282,00-01-4406-46,00-01-6988-46,Guatemala,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,100.0,6A. AVENIDA 18-23,MATUTINA,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
283,00-01-4406-46,00-01-7256-46,Guatemala,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,100.0,6A. AVENIDA 18-23,MATUTINA,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
