par_id,codigo_1,codigo_2,municipio,establecimiento_1,establecimiento_2,similitud_nombre,direccion,jornada,plan,decision,justificacion
70,01-06-0049-46,01-06-0082-46,Chinautla,INSTITUTO OFICIAL DE EDUCACION BASICA Y DIVERSIFICADO ARQUITECTO GUSTAVO ARNOLDO MEDRANO OSORIO,INSTITUTO OFICIAL DE EDUCACION BASICA Y DIVERSIFICADO ARQUITECTO GUSTAVO ARNOLDO MEDRANO,96.17,ALDEA EL DURAZNO CASERIO LA LAGUNETA,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
71,01-06-9582-46,01-06-9583-46,Chinautla,CENTRO ESTUDIANTIL CRISTIANO JOSE GILBERTO VELASQUEZ,CENTRO ESTUDIANTIL CRISTIANO JOSE GILBERTO VELASQUEZ,100.0,SECTOR 2 NO.99 SAN JULIAN,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
72,01-06-0108-46,01-06-0109-46,Chinautla,COLEGIO VALLE DEL QUETZAL II,COLEGIO VALLE DEL QUETZAL II,100.0,"SECTOR 3, MANZANA J, LOTES 4 AL 6 ZONA 0, VILLAS DEL MILAGRO",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
73,01-06-0074-46,01-06-0075-46,Chinautla,INSTITUTO NACIONAL MARIA FERNANDA MEDRANO CORDON,INSTITUTO NACIONAL MARIA FERNANDA MEDRANO CORDON,100.0,SECTOR 43 LOTE 0 COLONIA TIERRA NUEVA 1,NOCTURNA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
74,01-06-0132-46,01-06-0133-46,Chinautla,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA TIERRA NUEVA I,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA TIERRA NUEVA I,100.0,SECTOR 43 LOTE 0 TIERRA NUEVA I,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
75,01-06-0134-46,01-06-0165-46,Chinautla,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA TIERRA NUEVA I,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA TIERRA NUEVA I,100.0,SECTOR 43 LOTE 0 TIERRA NUEVA I,NOCTURNA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
76,01-06-0091-46,01-06-0092-46,Chinautla,COLEGIO MIXTO SAN FERNANDO,COLEGIO MIXTO SAN FERNANDO,100.0,"SECTOR I MANZANA B LOTE 31 Y 32 COLONIA PLANES DEL MILAGRO, CHINAUTLA GUATEMALA",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
77,20-01-0131-46,20-01-0132-46,Chiquimula,ESCUELA PRIVADA DE EDUCACION FISICA DE ORIENTE,ESCUELA PRIVADA DE EDUCACION FISICA DE ORIENTE,100.0,,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
78,20-01-0174-46,20-01-1613-46,Chiquimula,COLEGIO SUPERIOR DE INFORMATICA HIGA,COLEGIO SUPERIOR DE INFORMATICA HIGA,100.0,1A. CALLE 5-61 ZONA 2,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
79,20-01-0194-46,20-01-0197-46,Chiquimula,COLEGIO SUPERIOR DE INFORMATICA HIGA,COLEGIO SUPERIOR DE INFORMATICA HIGA,100.0,1RA. CALLE 5-61 ZONA 2,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
80,20-01-2349-46,20-01-2351-46,Chiquimula,LICEO TECNOCIENCIA BILINGUE DE CHIQUIMULA,LICEO TECNOCIENCIA BILINGUE DE CHIQUIMULA,100.0,4A. CALLE 9-30 ZONA 1,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
81,20-01-0176-46,20-01-2341-46,Chiquimula,COLEGIO PRIVADO MIXTO BENDICION,COLEGIO PRIVADO MIXTO BENDICION,100.0,4A. CALLE A 13-25 ZONA 1,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
82,20-01-0119-46,20-01-0182-46,Chiquimula,LICEO TECNOLOGICO BILINGUE CHIQUIMULTECO,LICEO TECNOLOGICO BILINGUE CHIQUIMULTECO,100.0,6A. CALLE 5-17 ZONA 1,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
83,20-01-0178-46,20-01-0179-46,Chiquimula,COLEGIO EVANGELICO MIXTO ADONAI,COLEGIO EVANGELICO MIXTO ADONAI,100.0,8A. AVENIDA 4-40 ZONA 1,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
84,06-08-0078-46,06-08-1840-46,Chiquimulilla,INSTITUTO PARTICULAR MIXTO DE MERCADOTECNIA Y PUBLICIDAD DE SURORIENTE,INSTITUTO PARTICULAR MIXTO DE MERCADOTECNIA Y PUBLICIDAD DE SURORIENTE,100.0,BARRIO SANTIAGO,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
85,06-08-0089-46,06-08-2040-46,Chiquimulilla,COLEGIO TÉCNICO DE COMPUTACIÓN C.T.S.,COLEGIO TECNICO DE COMPUTACION 'C.T.S.',100.0,COLONIA VISTA HERMOSA,DOBLE,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
86,16-13-0225-46,16-13-0226-46,Chisec,LICEO MIXTO EN COMPUTACION DEL NORTE,LICEO MIXTO EN COMPUTACION DEL NORTE,100.0,"1A. CALLE Y 2A. AVENIDA LOTE 204, BARRIO EL CENTRO",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
87,03-12-0037-46,03-12-0038-46,Ciudad Vieja,LICEO TERESA DE AVILA,LICEO TERESA DE AVILA,100.0,2A. AVENIDA 2-55 ZONA 3,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
88,03-12-0096-46,03-12-0098-46,Ciudad Vieja,LICEO TERESA DE AVILA,LICEO TERESA DE AVILA,100.0,2A. AVENIDA 2-55 ZONA 3,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
89,03-12-0049-46,03-12-0050-46,Ciudad Vieja,"ESCUELA ECOLOGICA Y AMBIENTAL ""LAND FOREST DE GUATEMALA""","ESCUELA ECOLOGICA Y AMBIENTAL ""LAND FOREST DE GUATEMALA""",100.0,"4A. CALLE 2-08 ZONA 6, BARRIO SAN MIGUEL",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
90,03-12-0067-46,03-12-0081-46,Ciudad Vieja,COLEGIO PRIVADO MIXTO NUESTRA SEÑORA DE LOURDES,COLEGIO PRIVADO MIXTO NUESTRA SEÑORA DE LOURDES,100.0,5TA. AVENIDA 1-95 ZONA 1,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
91,03-12-0034-46,03-12-0035-46,Ciudad Vieja,CENTRO DE ESTUDIOS CIUDAD VIEJA,CENTRO DE ESTUDIOS CIUDAD VIEJA,100.0,5TA AVENIDA FINAL 1-19 ZONA 1,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
92,03-12-0118-46,03-12-0119-46,Ciudad Vieja,"INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA, HERMÓGENES LÓPEZ COARCHITA","INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA, HERMÓGENES LÓPEZ COARCHITA",100.0,6TA. CALLE 2-22 ZONA 6,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
93,09-20-0063-46,09-20-0661-46,Coatepeque,"INSTITUTO PARTICULAR MIXTO ""PEDRO MOLINA""","INSTITUTO PARTICULAR MIXTO ""PEDRO MOLINA""",100.0,"2A CALLE 3-60 ZONA 1, BARRIO LA BATALLA",NOCTURNA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
94,16-01-0587-46,16-01-0588-46,Cobán,LICEO MIXTO EN COMPUTACION DEL NORTE,LICEO MIXTO EN COMPUTACION DEL NORTE,100.0,"1A. CALLE Y 2A. AVENIDA LOTE 204, BARRIO EL CENTRO",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
95,16-01-0926-46,16-01-0927-46,Cobán,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,100.0,2A. CALLE 1-99 ZONA 4,NOCTURNA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
96,16-01-0559-46,16-01-8849-46,Cobán,INSTITUTO NORMAL PRIMARIA BILINGUE INTERCULTURAL ADS. AL INSTITUTO EMILIO ROSALES PONCE,INSTITUTO NORMAL PRIMARIA BILINGUE INTERCULTURAL ADS. AL INSTITUTO EMILIO ROSALES PONCE,100.0,3A. AVE. 6-23 ZONA 11,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
97,16-01-0565-46,16-01-0646-46,Cobán,"INSTITUTO MIXTO PRIVADO ""SALUD Y DESARROLLO""",INSTITUTO MIXTO PRIVADO SALUD Y DESARROLLO,100.0,DIAGNONAL 1 1-26 ZONA 1,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
98,13-19-0041-46,13-19-0042-46,Colotenango,"LICEO PRIVADO MIXTO ""PANAMERICANO""","LICEO PRIVADO MIXTO ""PANAMERICANO""",100.0,,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
99,13-19-0057-46,13-19-0058-46,Colotenango,"COLEGIO PRIVADO MIXTO ""GÉNESIS""","COLEGIO PRIVADO MIXTO ""GÉNESIS""",100.0,CABECERA MUNICIPAL,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
100,13-19-0055-46,13-19-0061-46,Colotenango,"COLEGIO PRIVADO MIXTO ""GÉNESIS""",COLEGIO PRIVADO MIXTO GÉNESIS,100.0,CABECERA MUNICIPAL,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
101,13-19-0055-46,13-19-0062-46,Colotenango,"COLEGIO PRIVADO MIXTO ""GÉNESIS""",COLEGIO PRIVADO MIXTO GÉNESIS,100.0,CABECERA MUNICIPAL,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
102,13-19-0061-46,13-19-0062-46,Colotenango,COLEGIO PRIVADO MIXTO GÉNESIS,COLEGIO PRIVADO MIXTO GÉNESIS,100.0,CABECERA MUNICIPAL,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
103,22-11-0075-46,22-11-0083-46,Comapa,COLEGIO PARTICULAR MIXTO LICEO ESTANZUELA,"COLEGIO PARTICULAR MIXTO ""LICEO ESTANZUELA""",100.0,ALDEA ESTANZUELA,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
104,22-11-0086-46,22-11-0087-46,Comapa,"INSTITUTO PARTICULAR FORMACION Y DESARROLLO PROFESIONAL ""INDEFORP II""","INSTITUTO PARTICULAR FORMACION Y DESARROLLO PROFESIONAL ""INDEFORP II""",100.0,"CASERIO SAN MIGUEL, ALDEA ESCUINAPA.",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
105,22-11-0078-46,22-11-0079-46,Comapa,INSTITUTO PARTICULAR MIXTO DE FORMACIÓN Y DESARROLLO PROFESIONAL INDEFORP,INSTITUTO PARTICULAR MIXTO DE FORMACION Y DESARROLLO PROFESIONAL INDEFORP,100.0,ENTRADA AL MUNICIPIO DE,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
106,12-04-0110-46,12-04-0111-46,Comitancillo,"""COLEGIO DE ESTUDIOS SUPERIORES COMITANCILLO"" -CESC-","""COLEGIO DE ESTUDIOS SUPERIORES COMITANCILLO"" -CESC-",100.0,3RA. CALLE 8-423 ZONA 3,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
107,12-04-0219-46,12-04-0229-46,Comitancillo,"COLEGIO INTERCIENTÍFICO, MULTILINGÜE Y MULTIVERSIDAD ""MUNDO REAL""","COLEGIO INTERCIENTIFICO,MULTILINGÚE Y MULTIDIVERSIDAD ""MUNDO REAL""",98.41,CABECERA MUNICIPAL,VESPERTINA,VIRTUAL A DISTANCIA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
108,12-04-0239-46,12-04-0240-46,Comitancillo,"COLEGIO ""MUNDO REAL","COLEGIO ""MUNDO REAL""",100.0,CABECERA MUNICIPAL,VESPERTINA,VIRTUAL A DISTANCIA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
109,12-04-0119-46,12-04-0212-46,Comitancillo,LICEO SAN JOSÉ,LICEO SAN JOSÉ,100.0,"CASERÍO SAN JOSÉ LA FRONTERA, ALDEA SAN LUIS",DOBLE,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
110,12-04-0118-46,12-04-0121-46,Comitancillo,LICEO SAN JOSÉ,LICEO SAN JOSÉ,100.0,"CASERÍO SAN JOSÉ LA FRONTERA, ALDEA SAN LUIS",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
111,12-06-0079-46,12-06-0084-46,Concepción Tutuapa,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,100.0,CABECERA MUNICIPAL,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
112,22-13-0032-46,22-13-0033-46,Conguaco,LICEO SAN PEDRO,LICEO SAN PEDRO,100.0,ALDEA SAN PEDRO,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
113,15-04-0089-46,15-04-0192-46,Cubulco,CENTRO EDUCATIVO NUEVA ESPERANZA,"CENTRO EDUCATIVO ""NUEVA ESPERANZA""",100.0,BARRIO MAGDALENA,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
114,15-04-0230-46,15-04-0238-46,Cubulco,"COLEGIO PARTICULAR MIXTO ""NUEVO AMANECER""",COLEGIO PARTICULAR MIXTO NUEVO AMANECER,100.0,BARRIO MAGDALENA,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
115,06-01-0103-46,06-01-1761-46,Cuilapa,COLEGIO TECNOLOGICO BILINGUE EL HERMANO PEDRO,COLEGIO TECNOLOGICO BILINGUE EL HERMANO PEDRO,100.0,"COLONIA CHINA, BARRIO LA PARROQUIA",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
116,06-01-0108-46,06-01-0109-46,Cuilapa,COLEGIO PARTICULAR MIXTO BILINGÜE SANTA FAMILIA,COLEGIO PARTICULAR MIXTO BILINGÜE SANTA FAMILIA,100.0,"KILOMETRO 57.5 CARRETERA AL SALVADOR, ALDEA SAN JUAN DE ARANA, CUILAPA, SANTA ROSA ALDEA SAN JUAN DE ARANA, CUILAPA, SANTA ROSA",VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
117,14-10-0078-46,14-10-0079-46,Cunén,"COLEGIO MIXTO BILINGÜE INTERCULTURAL ""HERMANO OSCAR AZMITIA""","COLEGIO MIXTO BILINGÜE INTERCULTURAL ""HERMANO OSCAR AZMITIA""",100.0,BARRRIO SAN FRANCISCO,NOCTURNA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
118,10-02-0056-46,10-02-0057-46,Cuyotenango,INSTITUTO TECNOLOGICO CIENTIFICO INDUSTRIAL DE SUCHITEPEQUEZ,INSTITUTO TECNOLOGICO CIENTIFICO INDUSTRIAL DE SUCHITEPEQUEZ,100.0,KM. 169 CARRETERA AL PACIFICO,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
119,10-02-0056-46,10-02-0059-46,Cuyotenango,INSTITUTO TECNOLOGICO CIENTIFICO INDUSTRIAL DE SUCHITEPEQUEZ,INSTITUTO TECNOLOGICO CIENTIFICO INDUSTRIAL DE SUCHITEPEQUEZ,100.0,KM. 169 CARRETERA AL PACIFICO,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
120,10-02-0057-46,10-02-0059-46,Cuyotenango,INSTITUTO TECNOLOGICO CIENTIFICO INDUSTRIAL DE SUCHITEPEQUEZ,INSTITUTO TECNOLOGICO CIENTIFICO INDUSTRIAL DE SUCHITEPEQUEZ,100.0,KM. 169 CARRETERA AL PACIFICO,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
121,22-09-0009-46,22-09-0011-46,El Adelanto,"COLEGIO INTEGRAL ""CIENCIA Y DESARROLLO""","COLEGIO INTEGRAL ""CIENCIA Y DESARROLLO""",100.0,BARRIO ARRIBA,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
122,17-14-0083-46,17-14-0084-46,El Chal,"CENTRO EDUCATIVO TÉCNICO PORTILLO ""CETPORT""","CENTRO EDUCATIVO TÉCNICO PORTILLO ""CETPORT""",100.0,,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
123,22-02-0017-46,22-02-2087-46,El Progreso,"COLEGIO PARTICULAR MIXTO ""LICEO PROGRESO""","COLEGIO PARTICULAR MIXTO ""LICEO PROGRESO""",100.0,"CALZADA LA PAZ, BARRIO EL BOSQUE",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
124,12-13-0056-46,12-13-0071-46,El Tumbador,COLEGIO PARTICULAR MIXTO LA FAMILIA,COLEGIO PARTICULAR MIXTO LA FAMILIA,100.0,"4TA. CALLE 3-36, ZONA 1, BARRIO LOS TRES REYES",VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
125,12-13-0056-46,12-13-0090-46,El Tumbador,COLEGIO PARTICULAR MIXTO LA FAMILIA,COLEGIO PARTICULAR MIXTO LA FAMILIA,100.0,"4TA. CALLE 3-36, ZONA 1, BARRIO LOS TRES REYES",VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
126,12-13-0071-46,12-13-0090-46,El Tumbador,COLEGIO PARTICULAR MIXTO LA FAMILIA,COLEGIO PARTICULAR MIXTO LA FAMILIA,100.0,"4TA. CALLE 3-36, ZONA 1, BARRIO LOS TRES REYES",VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
127,12-13-0095-46,12-13-0100-46,El Tumbador,"COLEGIO PRIVADO MIXTO ""IMPERIAL""","COLEGIO PRIVADO MIXTO ""IMPERIAL2",98.36,CABECERA MUNICIPAL,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
128,12-13-0095-46,12-13-0109-46,El Tumbador,"COLEGIO PRIVADO MIXTO ""IMPERIAL""","COLEGIO PRIVADO MIXTO ""IMPERIAL""",100.0,CABECERA MUNICIPAL,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
